opened_at,closed_at,symbol,side,quantity,entry_price,exit_price,pnl,fees
2026-09-18T20:56:27.047718+00:00,2026-09-18T20:56:27.048883+00:00,BTC/USDT,buy,0.05000000,31524.615513,32469.653364,47.251893,1.623483
2026-09-18T20:56:27.049334+00:00,2026-09-18T20:56:27.049478+00:00,BTC/USDT,buy,0.05000000,32510.459582,32009.445694,-25.050694,1.600472
2026-09-18T20:56:27.049714+00:00,2026-09-18T20:56:27.050403+00:00,BTC/USDT,buy,0.05000000,32439.633524,32942.411252,25.138886,1.647121
2026-09-18T20:56:27.050637+00:00,2026-09-18T20:56:27.051050+00:00,BTC/USDT,buy,0.05000000,33667.414368,33576.079208,-4.566758,1.678804
2026-09-18T20:56:27.051372+00:00,2026-09-18T20:56:27.053000+00:00,BTC/USDT,buy,0.05000000,34119.158279,33943.451615,-8.785333,1.697173
2026-09-18T20:56:27.055101+00:00,2026-09-18T20:56:27.056832+00:00,BTC/USDT,buy,0.05000000,34683.698396,34172.831413,-25.543349,1.708642
2026-09-18T20:56:27.057971+00:00,2026-09-18T20:56:27.058312+00:00,BTC/USDT,buy,0.05000000,34514.447240,34401.726097,-5.636057,1.720086
2026-09-18T20:56:27.058498+00:00,2026-09-18T20:56:27.059503+00:00,BTC/USDT,buy,0.05000000,34670.186275,34976.941127,15.337743,1.748847
2026-09-18T20:56:27.060502+00:00,2026-09-18T20:56:27.061943+00:00,BTC/USDT,buy,0.05000000,34954.735332,35097.009750,7.113721,1.754850
2026-09-18T20:56:27.062069+00:00,2026-09-18T20:56:27.062243+00:00,BTC/USDT,buy,0.05000000,35238.736733,35162.808140,-3.796430,1.758140
2026-09-18T20:56:27.062457+00:00,2026-09-18T20:56:27.062851+00:00,BTC/USDT,buy,0.05000000,35501.574571,35002.813363,-24.938060,1.750141
2026-09-18T20:56:27.063902+00:00,2026-09-18T20:56:27.064423+00:00,BTC/USDT,buy,0.05000000,35211.739955,34660.279478,-27.573024,1.733014
2026-09-18T20:56:27.065692+00:00,2026-09-18T20:56:27.065953+00:00,BTC/USDT,buy,0.05000000,34176.603128,33385.725370,-39.543888,1.669286
2026-09-18T20:56:27.066513+00:00,2026-09-18T20:56:27.066769+00:00,BTC/USDT,buy,0.05000000,33987.344743,33038.806829,-47.426896,1.651940
2026-09-18T20:56:27.069314+00:00,2026-09-18T20:56:27.075624+00:00,BTC/USDT,buy,0.05000000,31987.924040,34054.634846,103.335540,1.702732
2026-09-18T20:56:27.076023+00:00,2026-09-18T20:56:27.076456+00:00,BTC/USDT,buy,0.05000000,34409.966561,34004.328305,-20.281913,1.700216
2026-09-18T20:56:27.076775+00:00,2026-09-18T20:56:27.077185+00:00,BTC/USDT,buy,0.05000000,34757.482258,34019.667149,-36.890755,1.700983
2026-09-18T20:56:27.077578+00:00,2026-09-18T20:56:27.078002+00:00,BTC/USDT,buy,0.05000000,34644.457473,34128.501097,-25.797819,1.706425
2026-09-18T20:56:27.078434+00:00,2026-09-18T20:56:27.079009+00:00,BTC/USDT,buy,0.05000000,34297.750971,34259.403719,-1.917363,1.712970
2026-09-18T20:56:27.079750+00:00,2026-09-18T20:56:27.079834+00:00,BTC/USDT,buy,0.05000000,33997.612077,33568.637515,-21.448728,1.678432
2026-09-18T20:56:27.080449+00:00,2026-09-18T20:56:27.080971+00:00,BTC/USDT,buy,0.05000000,33561.566708,33115.905416,-22.283065,1.655795
2026-09-18T20:56:27.081378+00:00,2026-09-18T20:56:27.081754+00:00,BTC/USDT,buy,0.05000000,33630.057623,33227.122107,-20.146776,1.661356
2026-09-18T20:56:27.082636+00:00,2026-09-18T20:56:27.083226+00:00,BTC/USDT,buy,0.05000000,32689.498178,32877.454754,9.397829,1.643873
2026-09-18T20:56:27.083393+00:00,2026-09-18T20:56:27.083741+00:00,BTC/USDT,buy,0.05000000,33304.849195,32956.309379,-17.426991,1.647815
2026-09-18T20:56:27.084230+00:00,2026-09-18T20:56:27.084303+00:00,BTC/USDT,buy,0.05000000,32691.030999,32678.677203,-0.617690,1.633934
2026-09-18T20:56:27.084519+00:00,2026-09-18T20:56:27.085097+00:00,BTC/USDT,buy,0.05000000,33321.777830,32806.394730,-25.769155,1.640320
2026-09-18T20:56:27.086513+00:00,2026-09-18T20:56:27.086641+00:00,BTC/USDT,buy,0.05000000,31245.602515,30680.730556,-28.243598,1.534037
2026-09-18T20:56:27.087088+00:00,2026-09-18T20:56:27.087122+00:00,BTC/USDT,buy,0.05000000,30924.277166,30559.922321,-18.217742,1.527996
2026-09-18T20:56:27.087178+00:00,2026-09-18T20:56:27.087209+00:00,BTC/USDT,buy,0.05000000,30796.685852,30591.202537,-10.274166,1.529560
2026-09-18T20:56:27.087634+00:00,2026-09-18T20:56:27.087861+00:00,BTC/USDT,buy,0.05000000,30777.210605,30268.473655,-25.436848,1.513424
