opened_at,closed_at,symbol,side,quantity,entry_price,exit_price,pnl,fees
2026-09-18T20:55:43.623439+00:00,2026-09-18T20:55:43.623748+00:00,BTC/USDT,buy,0.05000000,34010.667098,34158.496249,7.391458,1.707925
2026-09-18T20:55:43.623929+00:00,2026-09-18T20:55:43.623967+00:00,BTC/USDT,buy,0.05000000,34255.876969,34229.380020,-1.324847,1.711469
2026-09-18T20:55:43.624012+00:00,2026-09-18T20:55:43.624507+00:00,BTC/USDT,buy,0.05000000,34262.064725,34346.117249,4.202626,1.717306
2026-09-18T20:55:43.624841+00:00,2026-09-18T20:55:43.624997+00:00,BTC/USDT,buy,0.05000000,34474.630852,34160.993512,-15.681867,1.708050
2026-09-18T20:55:43.625113+00:00,2026-09-18T20:55:43.625501+00:00,BTC/USDT,buy,0.05000000,34517.763342,34324.185244,-9.678905,1.716209
2026-09-18T20:55:43.625671+00:00,2026-09-18T20:55:43.625728+00:00,BTC/USDT,buy,0.05000000,34575.668445,34172.831413,-20.141852,1.708642
2026-09-18T20:55:43.625882+00:00,2026-09-18T20:55:43.626135+00:00,BTC/USDT,buy,0.05000000,34840.819318,34355.196028,-24.281165,1.717760
2026-09-18T20:55:43.626350+00:00,2026-09-18T20:55:43.626765+00:00,BTC/USDT,buy,0.05000000,34670.186275,35267.238565,29.852614,1.763362
2026-09-18T20:55:43.626816+00:00,2026-09-18T20:55:43.626850+00:00,BTC/USDT,buy,0.05000000,35348.390411,35286.760053,-3.081518,1.764338
2026-09-18T20:55:43.627237+00:00,2026-09-18T20:55:43.627405+00:00,BTC/USDT,buy,0.05000000,34685.803039,34669.729680,-0.803668,1.733486
2026-09-18T20:55:43.627450+00:00,2026-09-18T20:55:43.627717+00:00,BTC/USDT,buy,0.05000000,34958.146034,34693.075322,-13.253536,1.734654
2026-09-18T20:55:43.627842+00:00,2026-09-18T20:55:43.628606+00:00,BTC/USDT,buy,0.05000000,35183.731753,35149.020140,-1.735581,1.757451
2026-09-18T20:55:43.628912+00:00,2026-09-18T20:55:43.629029+00:00,BTC/USDT,buy,0.05000000,35318.796506,35165.954785,-7.642086,1.758298
2026-09-18T20:55:43.629071+00:00,2026-09-18T20:55:43.629196+00:00,BTC/USDT,buy,0.05000000,35501.574571,35148.093305,-17.674063,1.757405
2026-09-18T20:55:43.629497+00:00,2026-09-18T20:55:43.629548+00:00,BTC/USDT,buy,0.05000000,34931.398989,34849.753590,-4.082270,1.742488
2026-09-18T20:55:43.629676+00:00,2026-09-18T20:55:43.629851+00:00,BTC/USDT,buy,0.05000000,35252.032223,34651.816230,-30.010800,1.732591
2026-09-18T20:55:43.630814+00:00,2026-09-18T20:55:43.631037+00:00,BTC/USDT,buy,0.05000000,33934.971014,33912.504141,-1.123344,1.695625
2026-09-18T20:55:43.631378+00:00,2026-09-18T20:55:43.631489+00:00,BTC/USDT,buy,0.05000000,33795.669170,33566.537747,-11.456571,1.678327
2026-09-18T20:55:43.631548+00:00,2026-09-18T20:55:43.631672+00:00,BTC/USDT,buy,0.05000000,33944.059304,33341.353572,-30.135287,1.667068
2026-09-18T20:55:43.631908+00:00,2026-09-18T20:55:43.632099+00:00,BTC/USDT,buy,0.05000000,33284.237764,32647.560179,-31.833879,1.632378
2026-09-18T20:55:43.632335+00:00,2026-09-18T20:55:43.632406+00:00,BTC/USDT,buy,0.05000000,32941.515070,32504.120989,-21.869704,1.625206
2026-09-18T20:55:43.632652+00:00,2026-09-18T20:55:43.632803+00:00,BTC/USDT,buy,0.05000000,32777.134220,32334.018524,-22.155785,1.616701
2026-09-18T20:55:43.633152+00:00,2026-09-18T20:55:43.633227+00:00,BTC/USDT,buy,0.05000000,32424.396002,32084.911942,-16.974203,1.604246
2026-09-18T20:55:43.633809+00:00,2026-09-18T20:55:43.634112+00:00,BTC/USDT,buy,0.05000000,32051.230113,31699.686016,-17.577205,1.584984
2026-09-18T20:55:43.634550+00:00,2026-09-18T20:55:43.635296+00:00,BTC/USDT,buy,0.05000000,31894.556264,32373.600290,23.952201,1.618680
2026-09-18T20:55:43.635496+00:00,2026-09-18T20:55:43.635922+00:00,BTC/USDT,buy,0.05000000,32389.427531,32324.007606,-3.270996,1.616200
2026-09-18T20:55:43.636021+00:00,2026-09-18T20:55:43.636429+00:00,BTC/USDT,buy,0.05000000,32492.750891,32366.665292,-6.304280,1.618333
2026-09-18T20:55:43.636527+00:00,2026-09-18T20:55:43.636895+00:00,BTC/USDT,buy,0.05000000,32834.333225,32739.959649,-4.718679,1.636998
2026-09-18T20:55:43.636959+00:00,2026-09-18T20:55:43.637405+00:00,BTC/USDT,buy,0.05000000,32970.895583,33955.641925,49.237317,1.697782
2026-09-18T20:55:43.637575+00:00,2026-09-18T20:55:43.637751+00:00,BTC/USDT,buy,0.05000000,34510.543820,34145.561758,-18.249103,1.707278
2026-09-18T20:55:43.637913+00:00,2026-09-18T20:55:43.638229+00:00,BTC/USDT,buy,0.05000000,34186.924372,34050.343357,-6.829051,1.702517
2026-09-18T20:55:43.638406+00:00,2026-09-18T20:55:43.638599+00:00,BTC/USDT,buy,0.05000000,34312.484319,34395.708945,4.161231,1.719785
2026-09-18T20:55:43.638953+00:00,2026-09-18T20:55:43.639349+00:00,BTC/USDT,buy,0.05000000,34060.743334,34521.298679,23.027767,1.726065
2026-09-18T20:55:43.639800+00:00,2026-09-18T20:55:43.640377+00:00,BTC/USDT,buy,0.05000000,34305.583919,34517.704245,10.606016,1.725885
2026-09-18T20:55:43.641410+00:00,2026-09-18T20:55:43.641833+00:00,BTC/USDT,buy,0.05000000,34036.659480,33541.196654,-24.773141,1.677060
2026-09-18T20:55:43.642249+00:00,2026-09-18T20:55:43.642327+00:00,BTC/USDT,buy,0.05000000,33266.174630,32827.832149,-21.917124,1.641392
2026-09-18T20:55:43.642471+00:00,2026-09-18T20:55:43.642527+00:00,BTC/USDT,buy,0.05000000,33223.877217,33218.103674,-0.288677,1.660905
2026-09-18T20:55:43.642592+00:00,2026-09-18T20:55:43.642950+00:00,BTC/USDT,buy,0.05000000,33447.699205,33322.700417,-6.249939,1.666135
2026-09-18T20:55:43.643068+00:00,2026-09-18T20:55:43.643231+00:00,BTC/USDT,buy,0.05000000,33735.106123,33300.811111,-21.714751,1.665041
2026-09-18T20:55:43.643544+00:00,2026-09-18T20:55:43.643848+00:00,BTC/USDT,buy,0.05000000,33400.007330,33497.458574,4.872562,1.674873
2026-09-18T20:55:43.644348+00:00,2026-09-18T20:55:43.644490+00:00,BTC/USDT,buy,0.05000000,33584.718329,33242.787819,-17.096525,1.662139
2026-09-18T20:55:43.645098+00:00,2026-09-18T20:55:43.645232+00:00,BTC/USDT,buy,0.05000000,32935.222781,32929.320505,-0.295114,1.646466
2026-09-18T20:55:43.645281+00:00,2026-09-18T20:55:43.645433+00:00,BTC/USDT,buy,0.05000000,33109.810761,32656.825016,-22.649287,1.632841
2026-09-18T20:55:43.645562+00:00,2026-09-18T20:55:43.645849+00:00,BTC/USDT,buy,0.05000000,33215.382308,32864.774615,-17.530385,1.643239
2026-09-18T20:55:43.645958+00:00,2026-09-18T20:55:43.646044+00:00,BTC/USDT,buy,0.05000000,33224.469527,33013.157092,-10.565622,1.650658
2026-09-18T20:55:43.646187+00:00,2026-09-18T20:55:43.646510+00:00,BTC/USDT,buy,0.05000000,33299.141290,33020.461863,-13.933971,1.651023
2026-09-18T20:55:43.646886+00:00,2026-09-18T20:55:43.647045+00:00,BTC/USDT,buy,0.05000000,32922.135790,32805.846093,-5.814485,1.640292
2026-09-18T20:55:43.647256+00:00,2026-09-18T20:55:43.647497+00:00,BTC/USDT,buy,0.05000000,32911.869904,33215.295361,15.171273,1.660765
2026-09-18T20:55:43.647555+00:00,2026-09-18T20:55:43.647822+00:00,BTC/USDT,buy,0.05000000,33242.810787,33082.808635,-8.000108,1.654140
2026-09-18T20:55:43.649660+00:00,2026-09-18T20:55:43.649995+00:00,BTC/USDT,buy,0.05000000,31065.368964,30991.826520,-3.677122,1.549591
2026-09-18T20:55:43.650398+00:00,2026-09-18T20:55:43.650711+00:00,BTC/USDT,buy,0.05000000,30920.382164,30774.122289,-7.312994,1.538706
2026-09-18T20:55:43.650987+00:00,2026-09-18T20:55:43.651740+00:00,BTC/USDT,buy,0.05000000,30813.757751,30884.664956,3.545360,1.544233
2026-09-18T20:55:43.652415+00:00,2026-09-18T20:55:43.652655+00:00,BTC/USDT,buy,0.05000000,30532.810830,30593.531119,3.036014,1.529677
