opened_at,closed_at,symbol,side,quantity,entry_price,exit_price,pnl,fees
2026-09-18T20:55:43.673356+00:00,2026-09-18T20:55:43.673578+00:00,BTC/USDT,buy,0.05000000,31571.329410,31543.438064,-1.394567,1.577172
2026-09-18T20:55:43.673635+00:00,2026-09-18T20:55:43.674803+00:00,BTC/USDT,buy,0.05000000,31524.615513,32469.653364,47.251893,1.623483
2026-09-18T20:55:43.675277+00:00,2026-09-18T20:55:43.675429+00:00,BTC/USDT,buy,0.05000000,32510.459582,32009.445694,-25.050694,1.600472
2026-09-18T20:55:43.675725+00:00,2026-09-18T20:55:43.676470+00:00,BTC/USDT,buy,0.05000000,32439.633524,32942.411252,25.138886,1.647121
2026-09-18T20:55:43.676727+00:00,2026-09-18T20:55:43.677165+00:00,BTC/USDT,buy,0.05000000,33667.414368,33576.079208,-4.566758,1.678804
2026-09-18T20:55:43.677630+00:00,2026-09-18T20:55:43.679117+00:00,BTC/USDT,buy,0.05000000,34119.158279,33943.451615,-8.785333,1.697173
2026-09-18T20:55:43.679651+00:00,2026-09-18T20:55:43.680153+00:00,BTC/USDT,buy,0.05000000,34683.698396,34172.831413,-25.543349,1.708642
2026-09-18T20:55:43.680506+00:00,2026-09-18T20:55:43.680697+00:00,BTC/USDT,buy,0.05000000,34514.447240,34401.726097,-5.636057,1.720086
2026-09-18T20:55:43.680886+00:00,2026-09-18T20:55:43.681843+00:00,BTC/USDT,buy,0.05000000,34670.186275,34976.941127,15.337743,1.748847
2026-09-18T20:55:43.682418+00:00,2026-09-18T20:55:43.683263+00:00,BTC/USDT,buy,0.05000000,34954.735332,35097.009750,7.113721,1.754850
2026-09-18T20:55:43.683327+00:00,2026-09-18T20:55:43.683418+00:00,BTC/USDT,buy,0.05000000,35238.736733,35162.808140,-3.796430,1.758140
2026-09-18T20:55:43.683531+00:00,2026-09-18T20:55:43.683737+00:00,BTC/USDT,buy,0.05000000,35501.574571,35002.813363,-24.938060,1.750141
2026-09-18T20:55:43.684221+00:00,2026-09-18T20:55:43.684553+00:00,BTC/USDT,buy,0.05000000,35211.739955,34660.279478,-27.573024,1.733014
2026-09-18T20:55:43.685893+00:00,2026-09-18T20:55:43.686699+00:00,BTC/USDT,buy,0.05000000,34176.603128,33385.725370,-39.543888,1.669286
2026-09-18T20:55:43.687957+00:00,2026-09-18T20:55:43.688262+00:00,BTC/USDT,buy,0.05000000,33987.344743,33038.806829,-47.426896,1.651940
2026-09-18T20:55:43.691536+00:00,2026-09-18T20:55:43.695076+00:00,BTC/USDT,buy,0.05000000,31987.924040,34054.634846,103.335540,1.702732
2026-09-18T20:55:43.695678+00:00,2026-09-18T20:55:43.696287+00:00,BTC/USDT,buy,0.05000000,34409.966561,34004.328305,-20.281913,1.700216
2026-09-18T20:55:43.696536+00:00,2026-09-18T20:55:43.696951+00:00,BTC/USDT,buy,0.05000000,34757.482258,34019.667149,-36.890755,1.700983
2026-09-18T20:55:43.697408+00:00,2026-09-18T20:55:43.698095+00:00,BTC/USDT,buy,0.05000000,34644.457473,34128.501097,-25.797819,1.706425
2026-09-18T20:55:43.698870+00:00,2026-09-18T20:55:43.699838+00:00,BTC/USDT,buy,0.05000000,34297.750971,34259.403719,-1.917363,1.712970
2026-09-18T20:55:43.701228+00:00,2026-09-18T20:55:43.701611+00:00,BTC/USDT,buy,0.05000000,33997.612077,33568.637515,-21.448728,1.678432
2026-09-18T20:55:43.703262+00:00,2026-09-18T20:55:43.703769+00:00,BTC/USDT,buy,0.05000000,33561.566708,33115.905416,-22.283065,1.655795
2026-09-18T20:55:43.704117+00:00,2026-09-18T20:55:43.704507+00:00,BTC/USDT,buy,0.05000000,33630.057623,33227.122107,-20.146776,1.661356
2026-09-18T20:55:43.705521+00:00,2026-09-18T20:55:43.706125+00:00,BTC/USDT,buy,0.05000000,32689.498178,32877.454754,9.397829,1.643873
2026-09-18T20:55:43.706311+00:00,2026-09-18T20:55:43.706680+00:00,BTC/USDT,buy,0.05000000,33304.849195,32956.309379,-17.426991,1.647815
2026-09-18T20:55:43.707140+00:00,2026-09-18T20:55:43.707229+00:00,BTC/USDT,buy,0.05000000,32691.030999,32678.677203,-0.617690,1.633934
2026-09-18T20:55:43.707474+00:00,2026-09-18T20:55:43.708149+00:00,BTC/USDT,buy,0.05000000,33321.777830,32806.394730,-25.769155,1.640320
2026-09-18T20:55:43.709974+00:00,2026-09-18T20:55:43.710198+00:00,BTC/USDT,buy,0.05000000,31245.602515,30680.730556,-28.243598,1.534037
2026-09-18T20:55:43.710819+00:00,2026-09-18T20:55:43.710875+00:00,BTC/USDT,buy,0.05000000,30924.277166,30559.922321,-18.217742,1.527996
2026-09-18T20:55:43.710955+00:00,2026-09-18T20:55:43.710996+00:00,BTC/USDT,buy,0.05000000,30796.685852,30591.202537,-10.274166,1.529560
2026-09-18T20:55:43.711540+00:00,2026-09-18T20:55:43.711793+00:00,BTC/USDT,buy,0.05000000,30777.210605,30268.473655,-25.436848,1.513424
